dataset,comparator,metric,fold_count,fedsift_minus_comparator_mean,fedsift_minus_comparator_sd,fedsift_minus_comparator_ci95_low_t,fedsift_minus_comparator_ci95_high_t,benefit_oriented_mean,benefit_oriented_sd,benefit_oriented_ci95_low_t,benefit_oriented_ci95_high_t
retinopathy,dp_fedadam,sensitivity,5,-0.005091296814607493,0.0710252097316304,-0.09328074270324475,0.08309814907402978,-0.005091296814607493,0.0710252097316304,-0.09328074270324475,0.08309814907402978
retinopathy,dp_fedadam,specificity,5,0.0018518518518518489,0.10845592936552832,-0.13281397103305534,0.13651767473675905,0.0018518518518518489,0.10845592936552832,-0.13281397103305534,0.13651767473675905
retinopathy,fedsift_public_argmin_rule,auroc,5,-0.000849783543372773,0.005740422284393714,-0.007977459228391071,0.0062778921416455245,-0.000849783543372773,0.005740422284393714,-0.007977459228391071,0.0062778921416455245
retinopathy,fedsift_public_argmin_rule,average_precision,5,-0.0017570370203629838,0.006795558227095995,-0.010194837018645495,0.006680762977919528,-0.0017570370203629838,0.006795558227095995,-0.010194837018645495,0.006680762977919528
retinopathy,fedsift_public_argmin_rule,balanced_accuracy,5,-0.0016489700416129737,0.014446268008466413,-0.019586380936128543,0.016288440852902597,-0.0016489700416129737,0.014446268008466413,-0.019586380936128543,0.016288440852902597
retinopathy,fedsift_public_argmin_rule,brier_score,5,0.0029710866089871836,0.004662497688149902,-0.0028181689120968423,0.00876034213007121,-0.0029710866089871836,0.004662497688149902,-0.00876034213007121,0.0028181689120968423
retinopathy,fedsift_public_argmin_rule,f1,5,-0.0062265974340608874,0.015239167593594836,-0.025148523197621123,0.012695328329499347,-0.0062265974340608874,0.015239167593594836,-0.025148523197621123,0.012695328329499347
retinopathy,fedsift_public_argmin_rule,log_loss,5,0.013094871099109095,0.020936655389950612,-0.012901420141391421,0.03909116233960961,-0.013094871099109095,0.020936655389950612,-0.03909116233960961,0.012901420141391421
retinopathy,fedsift_public_argmin_rule,mcc,5,-0.00828961585309188,0.0203036370202588,-0.033499910973744426,0.01692067926756067,-0.00828961585309188,0.0203036370202588,-0.033499910973744426,0.01692067926756067
retinopathy,fedsift_public_argmin_rule,npv,5,-0.01600994749930924,0.048752475565406295,-0.07654414123218305,0.044524246233564574,-0.01600994749930924,0.048752475565406295,-0.07654414123218305,0.044524246233564574
retinopathy,fedsift_public_argmin_rule,ppv,5,-0.0022451897218443762,0.015149868107081755,-0.021056235527943237,0.016565856084254482,-0.0022451897218443762,0.015149868107081755,-0.021056235527943237,0.016565856084254482
retinopathy,fedsift_public_argmin_rule,sensitivity,5,-0.018112754898040807,0.07122213921172255,-0.10654672103229347,0.07032121123621186,-0.018112754898040807,0.07122213921172255,-0.10654672103229347,0.07032121123621186
retinopathy,fedsift_public_argmin_rule,specificity,5,0.014814814814814803,0.09546471421320003,-0.10372028392252708,0.1333499135521567,0.014814814814814803,0.09546471421320003,-0.10372028392252708,0.1333499135521567
